Park ID,Park Name,Location Description,District,Classification Type,Neighbourhood,Electoral Ward,Total Area in Hectares,Water Area in Hectares
364,Vanier Drive Park,46 Vanier Dr,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.311997,0
3944,Hillbrook-Castlebury Buffer,N of 15 Hillbrook Dr,North,Neighbourhood,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.078737,0
379,Dr. Jim Shaver Memorial Playground,40 Barber St,North,Neighbourhood,NORTH POINT DOUGLAS,Mynarski,0.654336,0
396,Alfred Tot Lot,576 Alfred Ave,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.060717,0
4022,Ridgewood South Greenspace-B,Between 30 & 58 Hofsted Dr,South,Nature,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.753264,0
4023,Ridgewood South Greenspace-A,"N side of Hofsted Dr, E of Kowalsky Cres",South,Nature,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,1.680883,0
413,Luxton CPR Buffer,"Between Inkster Blvd, Polson Ave,  Arlington St & Sinclair St",North,Neighbourhood,ROBERTSON,Mynarski,0.304411,0
4100,Eaglewood Park,110 Eaglewood Dr,South,Neighbourhood,PRAIRIE POINTE,Waverley West,2.349574,0
3941,Squire Place Walk,W side Squire Pl at Castlebury Meadows Dr,North,Linkage,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.191778,0
3942,Hillbrook Walk,Between 75 & 75 Hillbrook Dr,North,Linkage,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.088857,0
4024,Ridgewood South Buffer,N of 972 Charleswood Rd,South,Buffer,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.012979,0
403,John Shaley Tot Lot / Sinclair Park C.C,490 Sinclair St,North,Community,ROBERTSON,Mynarski,4.100059,0
431,Fairgrove Window Park,2400 King Edward St,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.809835,0
1070,Kirkbridge Park,119 Kirkbridge Dr,South,Community,RICHMOND WEST,Waverley West,13.167578,0.126992
418,Polson Bay Park-3,Opposite967 Polson Ave,North,Neighbourhood,ROBERTSON,Mynarski,0.256444,0
411,McKenzie Tot Lot,610 McGregor St,North,Neighbourhood,INKSTER-FARADAY,Mynarski,0.290987,0
412,Arlington Tot Lot,1845 Arlington St,North,Neighbourhood,INKSTER-FARADAY,Mynarski,0.23924,0
4121,Canada 150 Commemorative Park,71 El Tassi Dr,East,Neighbourhood,PEGUIS,Transcona,1.993186,1.464899
42,Eugenie-Edgewood Riverbank,445 Edgewood St,East,Nature,NORWOOD EAST,St. Boniface,0.669819,0
417,Polson Bay Park-2,Opposite 1035 Polson Ave,North,Neighbourhood,ROBERTSON,Mynarski,0.217713,0
420,Northwood C.C-Frank Whyte Site,1245 Fife St,North,Community,INKSTER INDUSTRIAL PARK,Point Douglas,2.849121,0
423,Lansdowne Buffer South,E side 854 Lansdowne Ave,North,Fragment,ROBERTSON,Mynarski,0.007708,0
981,Scurfield Park,437 Columbia Dr (W playground located at 360 Scurfield Blvd),South,Community,WHYTE RIDGE,Waverley West,12.267535,3.223137
399,Boyd Park,1100 College Ave,North,Neighbourhood,BURROWS CENTRAL,Point Douglas,1.002975,0
40,North Winnipeg Action Centre,377 Dufferin Ave,North,Neighbourhood,LORD SELKIRK PARK,Mynarski,0.346784,0
4013,Bonavista Rail Line Buffer South,W (behind) 158 Whitehorn Cres,East,Greenfield - Future Park: Buffer,FRAIPONT,St. Vital,0.154947,0
438,Finestone Park,160 Kurt Ave,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.565464,0
850,Pacific Junction Heritage Park,685 Cathcart St,South,Community,ELMHURST,Charleswood - Tuxedo - Westwood,2.599185,0
416,Polson Bay Park-1,Opposite 1095 Polson Ave,North,Neighbourhood,ROBERTSON,Mynarski,0.208221,0
424,Clara Hughes Park,400 Matheson Ave,North,Neighbourhood,JEFFERSON,Mynarski,0.53363,0
4241,Parc Malala Park,815 Paddington Rd,East,Neighbourhood,RIVER PARK SOUTH,St. Norbert - Seine River,0.182873,0
426,Garden Grove Park,2370 Burrows Ave,North,Community,TYNDALL PARK,Point Douglas,1.824981,0
442,Tyndall Park C.C,2255 King Edward St,North,Community,TYNDALL PARK,Point Douglas,10.065902,0
430,Fairgrove Bay Park,2286 Inkster Blvd,North,Community,TYNDALL PARK,Point Douglas,5.657373,0
45,Provencher North Riverbank,"N of Provencher Blvd, W of Nadeau St",East,Linkage,NORTH ST. BONIFACE,St. Boniface,0.176958,0.031121
453,Inkster Greenway North,"N side Inkster Blvd, W of Keewatin St",North,Buffer,INKSTER GARDENS,Point Douglas,0.844055,0
455,Senior Citizens Park,710 Kildonan Dr,East,Neighbourhood,KILDONAN DRIVE,North Kildonan,0.513857,0.018546
456,Bronx Park C.C,720 Henderson Hwy,East,Community,KILDONAN DRIVE,North Kildonan,1.605171,0
4566,Tyson Trail Path East,E side of Tyson Trail at William Tweed Terr,East,Greenfield - Future Park: Linkage,PEGUIS,Transcona,0.042505,0
860,Assiniboine Woods-Great Elm Buffer,N side Roblin Blvd between William Marshall Wy & Lannoo Dr,South,Buffer,RIDGEDALE,Charleswood - Tuxedo - Westwood,0.297043,0
474,Braeside Park,595 Louelda St,East,Neighbourhood,MUNROE EAST,Elmwood - East Kildonan,1.578463,0
447,Albina-Raber Park,Between 84 & 104 Albina Wy,North,Neighbourhood,TYNDALL PARK,Point Douglas,0.182927,0
895,Tuxedo Grenfell Triangle,Grenfell Blvd at Tuxedo Ave,South,Buffer,OLD TUXEDO,Charleswood - Tuxedo - Westwood,0.151964,0
333,Volunteer Park,288 Scotia St,North,Neighbourhood,SEVEN OAKS,Mynarski,0.055072,0
492,Evenlea Walk Park,77 Evenlea Walk,East,Neighbourhood,RIVER EAST,North Kildonan,0.59411,0
851,Chester Square,46 Stockdale St,South,Neighbourhood,VARSITY VIEW,Charleswood - Tuxedo - Westwood,0.668464,0
985,Lakeshore Park,115 Lakeshore Rd,South,Linkage,WAVERLEY HEIGHTS,Waverley West,3.712612,1.499261
4661,Aurora Park,285 North Point Blvd,North,Neighbourhood,WEST KILDONAN INDUSTRIAL,Old Kildonan,1.663563,0
4662,Atlas Park,294 Atlas Cres,North,Review - Will be reviewed by Naturalists,WEST KILDONAN INDUSTRIAL,Old Kildonan,0.454318,0
468,Sherwood Park,715 Robin Hood Cres,East,Neighbourhood,MUNROE EAST,Elmwood - East Kildonan,0.835709,0
469,Morse Place C.C,700 Munroe Ave,East,Community,MUNROE EAST,Elmwood - East Kildonan,3.030089,0
47,Harbourview South Optimist Park,E side of Concordia Ave E at Grantsmuir Dr,East,Nature,GRASSIE,Transcona,1.081821,0
501,Serenity Cove Park,56 Melonlea Cv,East,Neighbourhood,RIVER EAST,North Kildonan,0.212786,0
49,Bridgwater Park,200 North Town Rd,South,Community,BRIDGWATER FOREST,Waverley West,8.183728,1.796793
472,Panet CPR Buffer,"W side of Panet Rd, N of 90 Girdwood Cres",East,Fragment,MUNROE EAST,Elmwood - East Kildonan,0.028239,0
505,Matthew Bay Park,21 Dalgleish By,East,Neighbourhood,RIVER EAST,North Kildonan,0.528644,0
508,Bret Bay Park,61 Bret By,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.216211,0
511,Malcana Park,41 Malcana St,East,Neighbourhood,RIVER EAST,North Kildonan,0.855835,0
512,Brunlea Key Park,27 Brunlea Key,East,Neighbourhood,RIVER EAST,North Kildonan,0.26319,0
514,Kayhans Drive Park,16 Kayhans Dr,East,Neighbourhood,RIVER EAST,North Kildonan,0.234254,0
4012,Bonavista Walk NW,"N of Whitehorn Cres, S of Warde Ave",East,Greenfield - Future Park: Linkage,FRAIPONT,St. Vital,0.046154,0
479,Cheriton Park East,244 Cheriton Ave,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.069654,0
4861,Gord Dong Park,348 Pacific Ave,North Downtown,Neighbourhood,CENTENNIAL,Point Douglas,0.374801,0
541,Tomlinson Park,111 Lemmen Dr,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,1.930317,0
899,Merle Guberman Park North,"S side of West Taylor Blvd, W of Dumbarton Blvd",South,Neighbourhood,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,2.423248,1.860915
4942,Valour Road Park,Between 1250 &1302 Valour Rd,North,Neighbourhood,SARGENT PARK,Daniel McIntyre,0.178848,0
532,Gateway Buffer,Ne corner Gateway Rd & Sun Valley Dr,East,Buffer,SPRINGFIELD NORTH,North Kildonan,0.10571,0
5325,Tom Nesby Park,25 Prairie Crocus Dr,East,Neighbourhood,PEGUIS,Transcona,0.112203,0
536,Springfield Buffer,W end of Springfield Rd at Chief Peguis Trail,East,Fragment,SPRINGFIELD SOUTH,North Kildonan,0.133879,0
504,Jill Officer Park,1410 Rothesay St,East,Community,ROSSMERE-A,North Kildonan,2.176856,0
559,Susan Auch Park,585 Regent Ave E,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.387921,0
548,Yale Avenue Playground,336 Yale Ave W,East,Neighbourhood,VICTORIA WEST,Transcona,0.183964,0
520,Tu-pelo Avenue Park,S side of Tu-Pelo Ave at Gateway Rd,East,Neighbourhood,VALLEY GARDENS,Elmwood - East Kildonan,0.819142,0
521,Red Oak Park,152 Red Oak Dr,East,Neighbourhood,SPRINGFIELD SOUTH,North Kildonan,1.180555,0
550,Billy McCann Park,625 Day St,East,Neighbourhood,VICTORIA WEST,Transcona,0.102377,0
551,William Reid Park,901 Leola St,East,Neighbourhood,KERN PARK,Transcona,0.101997,0
5982,Brenda Leipsic Park,100 Hurst Wy,South,Greenfield - Future Park: Community,PARKER,River Heights - Fort Garry,6.200468,0
603,Jurkowski Memorial Park,722 Melrose Ave W,East,Neighbourhood,MELROSE,Transcona,0.084481,0
564,Wayoata Buffer-1,NE Pandora Ave E & Wayoata St,East,Buffer,KILDARE-REDONDA,Transcona,0.039507,0
570,Dave Abel Park,430 Harold Ave E,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.238148,0
5768,Parker Greenspace,W of 1214 Parker Ave,South,Fragment,PARKER,River Heights - Fort Garry,0.021533,0
5323,Hua Mulan Park,91 Springwater Rd,South,Neighbourhood,BRIDGWATER LAKES,Waverley West,4.915601,2.562139
572,Wayoata Buffer-9,E side of Wayoata St between McMeans Ave & St Martin Blvd,East,Buffer,KILDARE-REDONDA,Transcona,0.254088,0
573,Wayoata Buffer-10,W of 462 mcMeans Ave E,East,Buffer,KILDARE-REDONDA,Transcona,0.038818,0
574,J. M. 'Jock' McGeachan Park,25 Bayview Dr,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.140479,0
575,Frejuk Park,125 Bayview Dr,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.192748,0
597,Thomas F. Copeland Memorial Park,300 Larche Ave W,East,Neighbourhood,RADISSON,Transcona,0.271408,0
580,Bramwell Park,485 Redonda St,East,Neighbourhood,KILDARE-REDONDA,Transcona,0.102534,0
5801,Shady Shores Drive West Walk,Between 232 & 236 Shady Shores Dr W,East,Fragment,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.053687,0
605,Park City West C.C,115 Sanford Fleming Rd,East,Community,MEADOWS,Transcona,5.131547,0
619,George Olive Nature Park,855 McMeans Ave E,East,Nature,CANTERBURY PARK,Transcona,7.388903,2.843635
991,Waverley Richmond West Buffer-1,"E side Waverley St, N of Sandusky Dr",South,Buffer,RICHMOND WEST,Waverley West,0.675724,0
593,Millennium Park,900 McMeans Ave E,East,Community,CANTERBURY PARK,Transcona,3.347909,0
607,Kare Lookout Park,"N side of Denvonshire Dr, W of Parkwater Cres",East,Neighbourhood,MEADOWS,Transcona,0.859127,0
53,Edison Park,1257 Henderson Hwy,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.108963,0
629,Chalmers C.C,480 Chalmers Ave,East,Community,CHALMERS,Elmwood - East Kildonan,7.229466,0
615,Isobel Melville Park,220 Heartstone Dr,East,Neighbourhood,MISSION GARDENS,Transcona,0.23392,0
620,Transcona Optimist Park,875 McMeans Ave E,East,Community,CANTERBURY PARK,Transcona,6.616641,0
6241,Sablewood-Bellflower Path,Between Belleflower Rd & Sablewood Rd,South,Linkage,BRIDGWATER LAKES,Waverley West,0.158564,0
6223,Blue Meadow Park,170 Bluemeadow Rd,South,Greenfield - Future Park: Neighbourhood,BRIDGWATER LAKES,Waverley West,3.601588,1.619269
1088,North Winnipeg Parkway-Louis Bak贸 River Landing,401 Waterfront Dr,North Downtown,Linkage,SOUTH POINT DOUGLAS,Point Douglas,2.509048,0.172008
6262,Red Spruce Park,355 Eagleview Rd,South,Neighbourhood,BRIDGWATER LAKES,Waverley West,0.957959,0
56,Inkster Greenway South-B,S side Inkster Blvd between King Edward St & Keewatin St,North,Buffer,TYNDALL PARK,Point Douglas,0.786544,0
566,Transcona Stadium Complex,127 Kildare Ave E,East,Community,KILDARE-REDONDA,Transcona,4.192543,0
577,Wayoata Buffer-7,"E side of Wayoata St, W of Whitehall Blvd",East,Buffer,KILDARE-REDONDA,Transcona,0.143109,0
581,Redonda Lane Walkway-10,"N side Allenby Cr, W of Redonda St",East,Buffer,KILDARE-REDONDA,Transcona,0.020778,0
406,Luxton C.C,210 St. Cross St,North,Community,LUXTON,Mynarski,0.727331,0
599,McMeans Park,"McMeans Bay, N side McMeans Ave W",East,Neighbourhood,RADISSON,Transcona,0.266541,0
60,Mission Park,625 Provencher Blvd,East,Community,MISSION INDUSTRIAL,St. Boniface,1.268485,0
606,Morley R. Kare Park,115 North Meadow Dr,East,Community,MEADOWS,Transcona,8.734468,2.926683
632,Elmwood Winter Club,75 Brazier St,East,Community,CHALMERS,Elmwood - East Kildonan,2.439341,0
6382,Indigo Bush Park,Between 78 & 86 Indigo Bush By,East,Greenfield - Future Park: Linkage,TRANSCONA NORTH,Transcona,0.994529,0
6322,Desrosiers Drive Park,500 Desrosiers Dr,East,Greenfield - Future Park: Neighbourhood,CANTERBURY PARK,Transcona,1.27325,0
633,King Edward Park,709 Manhattan Ave,East,Neighbourhood,TALBOT-GREY,Elmwood - East Kildonan,2.51785,0
6342,Highbury Walkway East,Between 70 Tilstone By & 175 Kingsclear Dr,East,Greenfield - Future Park: Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.034561,0
927,Assiniboine Parkway,W of 1467 Wellington Cres,South,Linkage,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.069095,0
664,Chenier Window Park,"W side of Island Lakes Dr, E of Chenier By",East,Linkage,ISLAND LAKES,St. Boniface,1.241183,0
883,Westdale Recreation Site Pathway,Between 86 Cullen Dr & 6670 Betsworth Ave,South,Linkage,WESTDALE,Charleswood - Tuxedo - Westwood,0.040832,0
886,Parc Morrissette,52 Jewett By,South,Neighbourhood,RIVER WEST PARK,Charleswood - Tuxedo - Westwood,0.371724,0
992,Waverley Richmond West Buffer-3,E side Tim Sale Dr between Kirkbridge Dr & Point West Wy,South,Buffer,RICHMOND WEST,Waverley West,0.80644,0
665,Waterfront Park,140 Waterfront Rd,East,Community,ISLAND LAKES,St. Boniface,8.230537,5.940082
888,Lamont Island,418 Lamont Blvd,South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.277223,0
932,Lanark St-Bay D,Opposite 371 Lanark St,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.36618,0
6661,Henteleff Greenfield,1964 St. Mary's Rd,East,Greenfield - Future Park,NORMAND PARK,St. Norbert - Seine River,0.76524,0.414258
7022,Waterford Green Trail Northwest,N side of Luzon By,North,Greenfied - Future Park: Buffer,ROSSER-OLD KILDONAN,Old Kildonan,0.256224,0
898,Heubach Park,2115 Grant Ave,South,Community,TUXEDO,Charleswood - Tuxedo - Westwood,11.549886,0
997,Marshall Crescent Park,165 Marshall Cres,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.238785,0
6701,Armour Crescent Park,50 Armour Cres,North,Neighbourhood,WOODHAVEN,St. James,0.179883,0
671,Pebble Beach CPR Buffer North,E side Pebble Beach Rd between Fallbrook By & Niakwa Rd,East,Buffer,NIAKWA PLACE,St. Boniface,0.287845,0
672,Southdale Northeast CPR Buffer,E side CPR Plan 71 between Fermor Ave & Meadowbrook Rd,East,Buffer,SOUTHDALE,St. Boniface,0.224543,0
897,Tuxedo Chataway Triangle,Nanton Blvd at Tuxedo Ave,South,Buffer,OLD TUXEDO,Charleswood - Tuxedo - Westwood,0.178221,0
6781,Blackmore Avenue Riverbank,N end of Blackmore Ave,East,Greenfield - Future Park,MINNETONKA,St. Vital,0.478537,0
995,Westridge C.C,3 Marshall Cres,South,Community,MAYBANK,River Heights - Fort Garry,0.810503,0
996,Farwell Bay Greenspace,Between 37 & 41 Farwell By,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.189051,0
67,Lagimodiere Buffer-3,W side Lagimodiere Blvd N of Paterson St,East,Buffer,WINDSOR PARK,St. Boniface,0.181676,0
670,Southdale Southeast CPR Buffer,Between Meadowbrook Rd & Willowlake Cres,East,Buffer,SOUTHDALE,St. Boniface,0.277511,0
678,Vermillion Park,990 Beaverhill Blvd,East,Neighbourhood,SOUTHDALE,St. Boniface,1.589057,0
906,Warde-Paddington Buffer,NE Warde Ave & Paddington Rd,East,Buffer,RIVER PARK SOUTH,St. Norbert - Seine River,0.092356,0
68,Marion North Riverbank,E of 453 Marion St,East,Neighbourhood,CENTRAL ST. BONIFACE,St. Boniface,0.18759,0
7021,Waterford Green Trail Northeast,186 Water Ridge Path,North,Greenfield - Future Park: Buffer,ROSSER-OLD KILDONAN,Old Kildonan,0.323507,0
948,Sherwood Forest Park,W (behind) 149 Rue St Pierre,South,Nature,ST. NORBERT,St. Norbert - Seine River,2.217909,0.069576
98,Provencher Park / Notre Dame C.C,271 De La Cathedrale Ave,East,Community,CENTRAL ST. BONIFACE,St. Boniface,4.964916,0
6945,Inez Cross Park,"E side of Inez Cross, S of Albright Rd",South,Greenfield - Future Park,WAVERLEY WEST B,Waverley West,2.73107,0
608,Barry Tot Lot,808 Barry Ave,East,Neighbourhood,MISSION GARDENS,Transcona,0.116091,0
6081,Brad Little Park,236 Desrosiers Dr,East,Neighbourhood,CANTERBURY PARK,Transcona,2.946495,1.376176
609,Paulicelli Park,152 Atwood St,East,Neighbourhood,MISSION GARDENS,Transcona,3.069768,0
6391,Orion Crescent Walk,126 Orion Cres,North,Greenfield - Future Park: Linkage,WEST KILDONAN INDUSTRIAL,Old Kildonan,0.039978,0
1104,Thelma J. Call Park,1950 Chancellor Dr,South,Community,WAVERLEY HEIGHTS,Waverley West,8.042472,2.778488
901,Edward Shindleman Park,190 Park Pl W,South,Neighbourhood,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,4.006641,0
1313,Kilcona Park,1229 Springfield Rd,East,Regional,KIL-CONA PARK,North Kildonan,147.517577,20.698192
152,Minto Tot Lot,643 Minto St,North,Neighbourhood,MINTO,Daniel McIntyre,0.069151,0
2830,Bluemeadow-North Town Park,Between 3 Bluemeadow Rd & 3 Creekside Rd,South,Neighbourhood,BRIDGWATER LAKES,Waverley West,0.093023,0
647,Worthington Riverbank,245 Worthington Ave,East,Nature,LAVALEE,St. Vital,0.813733,0
924,Lindsay Buffer Strip D,515 Academy Rd,South,Neighbourhood,WELLINGTON CRESCENT,River Heights - Fort Garry,1.251162,0
988,Chancellor-CPR Buffer North,"E of Lake Village Rd, N of Chancellor Dr",South,Linkage,WAVERLEY HEIGHTS,Waverley West,0.194982,0
6404,Prairie Pointe Park,370 Ken Oblik Dr,South,Greenfield - Future Park: Linkage,PRAIRIE POINTE,Waverley West,7.078635,5.538353
6141,Amber Trails Path East,N side of Templeton Ave between Mosselle Pl & Pipeline Rd,North,Linkage,AMBER TRAILS,Old Kildonan,0.942174,0
993,Belair Park,15 Belair Rd,South,Neighbourhood,MAYBANK,River Heights - Fort Garry,0.502486,0
177,Giizhigooweyaabikwe Park,242 Lizzie St,North Downtown,Neighbourhood,CENTENNIAL,Point Douglas,0.619768,0
265,Saskatchewan Avenue Greenway-4,"S side Saskatchewan Ave, E of Cavalier Dr",North,Buffer,CRESTVIEW,St. James,0.630094,0
2868,Dr. David Friesen Drive Park,"N side of Dr. David Friesen Dr, between Burning Glass Rd & Boul Des Hivernants N",East,Linkage,SAGE CREEK,St. Vital,1.212327,0.590311
360,Verbena Park,988 Airlies St,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.321246,0
6201,Ridgewood West Path North,N of McKellar Dr between Vesper Crt & Kelly Pl,South,Linkage,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,0.195414,0
623,Martin Park,E of 317 Martin Ave,East,Buffer,CHALMERS,Elmwood - East Kildonan,0.046315,0
653,Brock Fleet Park,1509 Fleet Ave,South,Neighbourhood,CENTRAL RIVER HEIGHTS,River Heights - Fort Garry,0.776158,0
65,Powers-Selkirk Park South,470A Selkirk Ave,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.057004,0
7,Sioux Riverbank,Between 62 & 136 Willowgrove Rd,East,Nature,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,4.340396,0.331861
701,Cherry Park,"N side Cherry Cr, W of Autumnwood Dr",East,Neighbourhood,WINDSOR PARK,St. Boniface,0.204643,0
6304,Sage Creek-Sundog Park East,Between 89 & 95 Tanager Trail,East,Greenfield - Future Park: Linkage,SAGE CREEK,St. Vital,0.221382,0
637,McCalman Parkette West,"N side McCalman Ave, E of Kent Rd, S of Herbert Ave",East,Neighbourhood,EAST ELMWOOD,Elmwood - East Kildonan,0.131024,0
7001,Templeton - Dana Path,N side of Templeton Ave between Allincite Rd & Bitterfield Dr,North,Linkage,AMBER TRAILS,Old Kildonan,0.303975,0
707,Kavanagh Park,472 Giroux St,East,Linkage,MISSION INDUSTRIAL,St. Boniface,4.148579,0
720,Durham Park,57 Duluth By,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.874216,0
909,West Taylor Buffer-1,N side Taylor Ave between Park Blvd S & Coleraine Dr,South,Buffer,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,0.183372,0
6681,Cheema Drive Park,Between 104 &132 Cheema Dr,North,Greenfield - Future Park: Linkage,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.226461,0
710,Happyland Park,520 Marion St,East,Community,ARCHWOOD,St. Boniface,3.940414,0.074684
721,Westmount Park,419 Westmount Dr,East,Neighbourhood,WINDSOR PARK,St. Boniface,1.797793,0
6682,Mayer Drive Park,"Between Mayer Dr, Cheema Dr & Indra Cres",North,Greenfield - Future Park: Linkage,NORTH INKSTER INDUSTRIAL,Old Kildonan,0.702875,0
693,Baudoux Place Park,Backlane of Baudoux Pl & Bernier By,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.084614,0
722,Jubinville Park,52 Jubinville By,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.151988,0
723,Lomond Park,1199 Paterson St,East,Community,WINDSOR PARK,St. Boniface,2.266535,0
726,Notre Dame East Park,451 Notre Dame St,East,Linkage,NORTH ST. BONIFACE,St. Boniface,1.271518,0.179488
729,Parc Club Optimist-Saint Boniface-Optimist Club Park,294 Bertrand St,East,Community,CENTRAL ST. BONIFACE,St. Boniface,1.732378,0
731,Maisonneuve Riverbank,435 Provencher Blvd,East,Linkage,NORTH ST. BONIFACE,St. Boniface,2.218714,0.350351
6842,Degrave-Templeton Buffer East,S of 105 Degrave St,North,Greenfield - Future Park: Linkage,LEILA NORTH,Old Kildonan,0.083929,0
685,Newcroft Park,55 Newcroft Rd,East,Neighbourhood,SOUTHDALE,St. Boniface,2.462549,1.344335
686,Shamrock Park,75 Shamrock Dr,East,Community,SOUTHDALE,St. Boniface,5.642659,0
687,Wickham Park,95 Wickham Rd,East,Neighbourhood,MAGINOT,St. Boniface,0.096148,0
69,Adsum Park / Maples C.C,434 Adsum Dr,North,Community,THE MAPLES,Old Kildonan,10.772404,0
690,Archibald West Buffer,W side Archibald St at Cottonwood Rd,East,Buffer,NIAKWA PARK,St. Boniface,0.162557,0
998,Waller Park,"E of Marshall Cres, S of Waller Ave",South,Fragment,MAYBANK,River Heights - Fort Garry,0.16607,0
6921,Carriere Avenue Park,57 Carriere Ave,East,Greenfield - Future Park: Neighbourhood,NORWOOD EAST,St. Boniface,0.078899,0
666,Island Shore Window Park,S side of Island Shore Blvd opposite Charbonneau Cres,East,Neighbourhood,ISLAND LAKES,St. Boniface,0.238909,0
6802,Kilkenny Forest,SE corner of Kilkenny Dr & Patricia Ave,South,Nature,FORT RICHMOND,St. Norbert - Seine River,1.558602,0
682,Edgewater Park,Between Edgewater Dr & Beaverhill Blvd,East,Neighbourhood,SOUTHDALE,St. Boniface,0.184371,0
684,Burmac Park,5 Capston Rd,East,Neighbourhood,SOUTHDALE,St. Boniface,2.78133,0
6841,Degrave-Templeton Buffer West,S of 1206 Templeton Ave,North,Greenfield - Future Park: Linkage,LEILA NORTH,Old Kildonan,0.082282,0
733,Provencher South Riverbank,E of 396 Provencher Blvd,East,Nature,CENTRAL ST. BONIFACE,St. Boniface,3.004334,0.260578
736,Dugald Buffer,4 Mazenod Rd,East,Linkage,ST. BONIFACE INDUSTRIAL PARK,Transcona,0.632729,0
734,Provencher-Tissot Riverbank,W of 445 Rue Tissot,East,Nature,TISSOT,St. Boniface,0.645738,0.143011
749,Falcon Park,455 Dubuc St,East,Neighbourhood,NORWOOD EAST,St. Boniface,0.708542,0
925,Sir John Franklin Park,1405 Wellington Cres,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,1.470477,0.055051
6942,Frontier Trail Park,E side of Trontier Trail at Joe Keeper Wy,South,Greenfield - Future Park,WAVERLEY WEST B,Waverley West,0.090521,0
926,Andrew Currie Park,1420 Wellington Cres,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.448145,0
6943,Yasmin Ali Crescent Walk North,Between 142 and 134 Yasmin Ali Cres,South,Greenfield - Future Park,WAVERLEY WEST B,Waverley West,0.021589,0
75,Highbury Park,1660 Dakota St. (playground at 51 Highbury Rd),East,Community,RIVER PARK SOUTH,St. Norbert - Seine River,4.864325,0
754,Marion South Riverbank,E of 456 Marion St,East,Review - Will be reviewed by Naturalists,NORWOOD EAST,St. Boniface,0.124961,0.003431
699,Fontaine Park,37 Fontaine Cres,East,Linkage,WINDSOR PARK,St. Boniface,0.114525,0
762,Gauvin Park,55 Gauvin St,East,Neighbourhood,NORWOOD WEST,St. Boniface,0.371789,0
770,Egerton-Imperial Riverbank,E side Egerton Rd at Imperial Ave,East,Linkage,GLENWOOD,St. Vital,0.15033,0.001703
6961,St. Norbert Riverbank,N end of Lord Ave,,Community,ST. NORBERT,St. Norbert - Seine River,13.91992,0
747,Parc Joseph Royal,665 Tache Ave,East,Linkage,NORTH ST. BONIFACE,St. Boniface,0.451385,0.02134
759,Norwood C.C,87 Walmer St,East,Community,NORWOOD WEST,St. Boniface,4.453745,0
764,St. Vital Outlook,Between 484 & 554 St. Mary's Rd,East,Linkage,GLENWOOD,St. Vital,1.018017,0.040019
765,Glenwood C.C,27 Overton St,East,Community,GLENWOOD,St. Vital,1.207741,0
6401,Landover-Skyline Walk,"Between Landover Dr & Skyline Dr, E of Castlebrook Dr",South,Greenfield - Future Park: Linkage,PRAIRIE POINTE,Waverley West,0.622178,0
752,Dubuc Riverbank,E end of Dubuc St at Seine River,East,Nature,NORWOOD EAST,St. Boniface,0.521973,0
76,Shamrock School Park,831 Beaverhill Blvd,East,Community,SOUTHDALE,St. Boniface,2.341903,0
768,Egerton-Clonard South Riverbank,E side Egerton Rd at Clonard Ave,East,Nature,GLENWOOD,St. Vital,0.333957,0
